Image Path,Image Class
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/50/4.jpg,50
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/50/5.jpg,50
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/50/7.jpg,50
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/50/6.jpg,50
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/50/2.jpg,50
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/50/3.jpg,50
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/50/1.jpg,50
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/50/0.jpg,50
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/68/8.jpg,68
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/68/9.jpg,68
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/68/4.jpg,68
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/68/5.jpg,68
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/68/7.jpg,68
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/68/6.jpg,68
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/68/2.jpg,68
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/68/3.jpg,68
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/68/1.jpg,68
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/68/0.jpg,68
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/57/8.jpg,57
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/57/9.jpg,57
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/57/4.jpg,57
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/57/5.jpg,57
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/57/7.jpg,57
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/57/6.jpg,57
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/57/2.jpg,57
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/57/3.jpg,57
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/57/1.jpg,57
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/57/0.jpg,57
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/32/8.jpg,32
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/32/9.jpg,32
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/32/4.jpg,32
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/32/5.jpg,32
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/32/7.jpg,32
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/32/6.jpg,32
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/32/2.jpg,32
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/32/3.jpg,32
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/32/1.jpg,32
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/32/0.jpg,32
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/35/8.jpg,35
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/35/9.jpg,35
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/35/4.jpg,35
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/35/5.jpg,35
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/35/7.jpg,35
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/35/6.jpg,35
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/35/2.jpg,35
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/35/3.jpg,35
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/35/1.jpg,35
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/35/0.jpg,35
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/69/8.jpg,69
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/69/9.jpg,69
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/69/4.jpg,69
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/69/5.jpg,69
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/69/7.jpg,69
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/69/6.jpg,69
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/69/2.jpg,69
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/69/3.jpg,69
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/69/1.jpg,69
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/69/0.jpg,69
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/56/8.jpg,56
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/56/9.jpg,56
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/56/4.jpg,56
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/56/5.jpg,56
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/56/7.jpg,56
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/56/6.jpg,56
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/56/2.jpg,56
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/56/3.jpg,56
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/56/1.jpg,56
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/56/0.jpg,56
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/51/8.jpg,51
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/51/9.jpg,51
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/51/4.jpg,51
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/51/5.jpg,51
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/51/7.jpg,51
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/51/6.jpg,51
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/51/2.jpg,51
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/51/3.jpg,51
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/51/1.jpg,51
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/51/0.jpg,51
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/58/8.jpg,58
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/58/9.jpg,58
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/58/4.jpg,58
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/58/5.jpg,58
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/58/7.jpg,58
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/58/6.jpg,58
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/58/2.jpg,58
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/58/3.jpg,58
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/58/1.jpg,58
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/58/0.jpg,58
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/67/8.jpg,67
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/67/9.jpg,67
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/67/4.jpg,67
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/67/5.jpg,67
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/67/7.jpg,67
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/67/6.jpg,67
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/67/2.jpg,67
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/67/3.jpg,67
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/67/1.jpg,67
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/67/0.jpg,67
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/93/8.jpg,93
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/93/9.jpg,93
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/93/4.jpg,93
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/93/5.jpg,93
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/93/7.jpg,93
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/93/6.jpg,93
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/93/2.jpg,93
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/93/3.jpg,93
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/93/1.jpg,93
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/93/0.jpg,93
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/94/8.jpg,94
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/94/9.jpg,94
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/94/4.jpg,94
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/94/5.jpg,94
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/94/7.jpg,94
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/94/6.jpg,94
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/94/2.jpg,94
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/94/3.jpg,94
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/94/1.jpg,94
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/94/0.jpg,94
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/60/8.jpg,60
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/60/9.jpg,60
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/60/4.jpg,60
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/60/5.jpg,60
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/60/7.jpg,60
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/60/6.jpg,60
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/60/2.jpg,60
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/60/3.jpg,60
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/60/1.jpg,60
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/60/0.jpg,60
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/34/8.jpg,34
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/34/9.jpg,34
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/34/4.jpg,34
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/34/5.jpg,34
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/34/7.jpg,34
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/34/6.jpg,34
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/34/2.jpg,34
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/34/3.jpg,34
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/34/1.jpg,34
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/34/0.jpg,34
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/33/8.jpg,33
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/33/9.jpg,33
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/33/4.jpg,33
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/33/5.jpg,33
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/33/7.jpg,33
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/33/6.jpg,33
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/33/2.jpg,33
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/33/3.jpg,33
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/33/1.jpg,33
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/33/0.jpg,33
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/20/8.jpg,20
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/20/9.jpg,20
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/20/4.jpg,20
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/20/5.jpg,20
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/20/7.jpg,20
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/20/6.jpg,20
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/20/2.jpg,20
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/20/3.jpg,20
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/20/1.jpg,20
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/20/0.jpg,20
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/18/8.jpg,18
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/18/9.jpg,18
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/18/4.jpg,18
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/18/5.jpg,18
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/18/7.jpg,18
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/18/6.jpg,18
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/18/2.jpg,18
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/18/3.jpg,18
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/18/1.jpg,18
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/18/0.jpg,18
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/27/8.jpg,27
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/27/9.jpg,27
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/27/4.jpg,27
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/27/5.jpg,27
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/27/7.jpg,27
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/27/6.jpg,27
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/27/2.jpg,27
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/27/3.jpg,27
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/27/1.jpg,27
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/27/0.jpg,27
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/9/8.jpg,9
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/9/9.jpg,9
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/9/4.jpg,9
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/9/5.jpg,9
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/9/7.jpg,9
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/9/6.jpg,9
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/9/2.jpg,9
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/9/3.jpg,9
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/9/1.jpg,9
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/9/0.jpg,9
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/0/8.jpg,0
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/0/9.jpg,0
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/0/4.jpg,0
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/0/5.jpg,0
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/0/7.jpg,0
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/0/6.jpg,0
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/0/2.jpg,0
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/0/3.jpg,0
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/0/1.jpg,0
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/0/0.jpg,0
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/11/8.jpg,11
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/11/9.jpg,11
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/11/4.jpg,11
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/11/5.jpg,11
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/11/7.jpg,11
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/11/6.jpg,11
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/11/2.jpg,11
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/11/3.jpg,11
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/11/1.jpg,11
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/11/0.jpg,11
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/7/8.jpg,7
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/7/9.jpg,7
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/7/4.jpg,7
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/7/5.jpg,7
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/7/7.jpg,7
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/7/6.jpg,7
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/7/2.jpg,7
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/7/3.jpg,7
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/7/1.jpg,7
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/7/0.jpg,7
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/29/8.jpg,29
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/29/9.jpg,29
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/29/4.jpg,29
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/29/5.jpg,29
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/29/7.jpg,29
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/29/6.jpg,29
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/29/2.jpg,29
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/29/3.jpg,29
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/29/1.jpg,29
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/29/0.jpg,29
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/16/8.jpg,16
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/16/9.jpg,16
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/16/4.jpg,16
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/16/5.jpg,16
/Users/thomas/Documents/GitHub/CSE_144_Final_Project/Final_Project/train/train/16/7.jpg,16
